ANO_ELEICAO;CD_TIPO_ELEICAO;NR_TURNO;TP_ABRANGENCIA;ID_UF;CD_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO
2022;2;1;ESTADUAL;23;7;77756;KAKÁ RIBEIRO;77
2022;2;1;ESTADUAL;26;7;22111;PASTOR CLAUDINHO QUEIROZ;22
2022;2;1;ESTADUAL;19;6;7790;DUDU DOIS D;77
2022;2;1;ESTADUAL;19;7;51010;MILTON RANGEL;51
2022;2;1;ESTADUAL;26;6;4420;SILVIO FÉLIX;44
2022;2;1;ESTADUAL;4;7;22822;AMAURY BARROS;22
2022;2;1;ESTADUAL;20;7;77789;DANIEL CABRAL;77
2022;2;1;ESTADUAL;14;6;4035;HENRIETTE;40
2022;2;1;ESTADUAL;2;7;13456;AILTON AVLIS;13
2022;2;1;ESTADUAL;1;7;22023;PASTORA OTACILIA SILVA;22
2022;2;1;ESTADUAL;21;6;1212;ALFREDO LAURENT;12
2022;2;1;ESTADUAL;19;7;33355;ALEXANDRE DUQUE;33
2022;2;1;ESTADUAL;3;6;5050;PROFESSOR WELTON ODA;50
2022;2;1;ESTADUAL;23;6;2077;JADER MARETOLI;20
2022;2;1;ESTADUAL;19;7;40234;DENESON NEGÃO;40
2022;2;1;ESTADUAL;23;7;11811;CREUZA BARRETO;11
2022;2;1;ESTADUAL;21;6;3567;JÉSSIKA MEDEIROS;35
2022;2;1;ESTADUAL;11;6;2866;DR EDMUR;28
2022;2;1;ESTADUAL;18;7;22007;OGIER BUCHI;22
2022;2;1;ESTADUAL;19;7;90113;DR ALTAIR ANDRADE;90
2022;2;1;ESTADUAL;14;7;19876;SARGENTO JHONY;19
2022;2;1;ESTADUAL;18;6;9030;DEIVID WISLEY;90
2022;2;1;ESTADUAL;20;7;10000;ANGELICA MENEZES ;10
2022;2;1;ESTADUAL;5;6;4533;MATEUS REIS;45
2022;2;1;ESTADUAL;5;6;2348;SGT NÚBIA VANESSA;23
2022;2;1;ESTADUAL;2;7;50123;IGOR SILVA MTST;50
2022;2;1;ESTADUAL;20;6;5540;SARA BULHÕES;55
2022;2;1;ESTADUAL;5;7;23012;PATRICIA SALES;23
2022;2;1;ESTADUAL;18;6;3611;DANGLEY JOSE O PADRE;36
2022;2;1;ESTADUAL;26;6;3535;VALTER ALCANTARA ROSSI;35
2022;2;1;ESTADUAL;26;7;65333;RODRIGO ROMÃO;65
2022;2;1;ESTADUAL;1;7;50123;MARQUINHO TCHUCKA S MOTOS;50
2022;2;1;ESTADUAL;8;7;50456;MIRIAS;50
2022;2;1;ESTADUAL;11;7;15222;VALDIR GOMES;15
2022;2;1;ESTADUAL;9;6;2055;RUTH QUEIROZ;20
2022;2;1;ESTADUAL;23;6;1460;FRAN CUNHA;14
2022;2;1;ESTADUAL;5;7;11122;HASSAN DE ZÉ COCÁ;11
2022;2;1;ESTADUAL;4;7;14111;NELITO;14
2022;2;1;ESTADUAL;19;7;43777;LEO COMUNIDADE;43
2022;2;1;ESTADUAL;19;7;15920;SARA LIRA;15
2022;2;1;ESTADUAL;17;7;51000;PAULO LUSTOSA;51
2022;2;1;ESTADUAL;25;7;11193;SARGENTO ROBSON;11
2022;2;1;ESTADUAL;14;7;70222;POLICA;70
2022;2;1;ESTADUAL;20;7;10111;LIGIA DANTAS;10
2022;2;1;ESTADUAL;5;7;23555;IRACEMA DE PORTO SEGURO;23
2022;2;1;ESTADUAL;20;7;33222;MARIA DO BAR;33
2022;2;1;ESTADUAL;1;6;1221;DJE CAVALCANTE;12
2022;2;1;ESTADUAL;18;6;1911;MATEUS BARRETO;19
2022;2;1;ESTADUAL;26;7;36111;VALMIR VERAS;36
2022;2;1;ESTADUAL;11;6;1280;DELIO PINHEIRO;12
2022;2;1;ESTADUAL;23;7;45945;TAÍS ITALY;45
2022;2;1;ESTADUAL;5;7;44544;DÉNIS DE DOMINGAS;44
2022;2;1;ESTADUAL;10;6;7707;MAURO MARANHÃO;77
2022;2;1;ESTADUAL;26;6;1997;MARCUS DANTAS;19
2022;2;1;ESTADUAL;9;7;22333;HUGÃO;22
2022;2;1;ESTADUAL;11;7;23555;ADELINO CANDIDO;23
2022;2;1;ESTADUAL;2;7;12020;JANI SOUZA;12
2022;2;1;ESTADUAL;11;7;14193;BOMBEIRO PRAXEDES;14
2022;2;1;ESTADUAL;20;7;55222;ARCHELAWS SÁTIRO;55
2022;2;1;ESTADUAL;8;6;5522;GEAM MAFORTE;55
2022;2;1;ESTADUAL;20;7;15222;ADJUTO DIAS;15
2022;2;1;ESTADUAL;19;7;35678;ALEXANDRE ALENCAR;35
2022;2;1;ESTADUAL;26;6;4505;GUILHERME GOMES;45
2022;2;1;ESTADUAL;20;7;51234;DRA DALILA VETERINARIA;51
2022;2;1;ESTADUAL;9;7;40355;SOLANGE BORGES;40
2022;2;1;ESTADUAL;2;6;3333;MARCELO ALBUQUERQUE;33
2022;2;1;ESTADUAL;11;7;44435;ATLETA CLAUDIO MATOZINHOS;44
2022;2;1;ESTADUAL;11;7;14333;ADVOGADO MARCELLO MAFUZ;14
2022;2;1;ESTADUAL;7;8;77345;TIA MARIA;77
2022;2;1;ESTADUAL;23;7;55000;DENTINHO;55
2022;2;1;ESTADUAL;5;7;15777;MATHEUS DE GERALDO JÚNIOR;15
2022;2;1;ESTADUAL;19;7;70223;SENDRA DA LIGHT;70
2022;2;1;ESTADUAL;23;6;2074;ISMAEL AMILIVIA;20
2022;2;1;ESTADUAL;9;7;40224;RALEY CANHETE;40
2022;2;1;ESTADUAL;19;7;36000;MARCELO MACEDO;36
2022;2;1;ESTADUAL;15;6;1237;GILVANDRO SILVA;12
2022;2;1;ESTADUAL;11;6;4553;FELIPE DUPIM;45
2022;2;1;ESTADUAL;26;7;15345;MARCELO DEL BOSCO;15
2022;2;1;ESTADUAL;26;7;15117;ANADETHY CARAVANISTA;15
2022;2;1;ESTADUAL;24;7;16016;CARLOS COLETIVO EDUCAÇÃO;16
2022;2;1;ESTADUAL;5;7;20888;GILSON MOURA;20
2022;2;1;ESTADUAL;14;7;20190;SUBTEN PATRICIO;20
2022;2;1;ESTADUAL;5;7;33400;ADMILSON SALES;33
2022;2;1;ESTADUAL;26;7;90533;LUIS CARLOS;90
2022;2;1;ESTADUAL;17;7;15110;ANA PAULA;15
2022;2;1;ESTADUAL;11;6;3650;ELIAS NUNES;36
2022;2;1;ESTADUAL;19;7;28028;MARCOS DAJUDA;28
2022;2;1;ESTADUAL;8;6;5013;ANA PAULA ROCHA;50
2022;2;1;ESTADUAL;14;6;5013;GIZELLE MULHERES AMAZÔNIDAS;50
2022;2;1;ESTADUAL;19;6;2300;RICARDO RANGEL;23
2022;2;1;ESTADUAL;3;7;50123;RAIMUNDO NONATO;50
2022;2;1;ESTADUAL;9;7;22001;ANTONIO DONIZETE;22
2022;2;1;ESTADUAL;23;3;21;CARLOS MESSALLA;21
2022;2;1;ESTADUAL;23;7;14337;PROF FERNANDO HENNING;14
2022;2;1;ESTADUAL;26;6;7079;EMANUEL MOURA;70
2022;2;1;ESTADUAL;6;7;36600;ANDREA COLETIVO VOZ DO SOCIAL;36
2022;2;1;ESTADUAL;5;7;50180;MARA DE QUILOMBO;50
2022;2;1;ESTADUAL;1;7;55222;YAEL SARAIVA;55
2022;2;1;ESTADUAL;13;7;45180;SUBTENENTE GUINANCIO;45
2022;2;1;ESTADUAL;8;7;40456;TYAGO HOFFMANN;40
2022;2;1;ESTADUAL;8;7;12096;WALDIR PIRES;12
2022;2;1;ESTADUAL;18;7;55007;JORNALISTA MÁRCIO BARROS;55
2022;2;1;ESTADUAL;24;7;13041;RODOLFO DE RAMOS;13
2022;2;1;ESTADUAL;26;7;50013;DIDA COLETIVO EM TODAS LUTAS;50
2022;2;1;ESTADUAL;17;7;13567;MAGALHÃES ;13
2022;2;1;ESTADUAL;9;7;44888;NEWTON MEIRELLES;44
2022;2;1;ESTADUAL;18;7;36666;BETO RACING;36
2022;2;1;ESTADUAL;18;6;9040;JOELSON BOLSOLAVISTA;90
2022;2;1;ESTADUAL;18;6;9015;CAIO PAZZOTTI;90
2022;2;1;ESTADUAL;1;7;40444;DR. MARCELO PIMENTA;40
2022;2;1;ESTADUAL;4;7;14123;PAULO PARANAGUA;14
2022;2;1;ESTADUAL;19;6;5116;PROFESSOR JOZIEL;51
2022;2;1;ESTADUAL;27;7;13456;EDVALDO SOARES;13
2022;2;1;ESTADUAL;24;7;13131;MATHEUS MADEIRA;13
2022;2;1;ESTADUAL;24;7;13100;CLÁUDIO MÁRCIO;13
2022;2;1;ESTADUAL;22;6;1880;YANO RODRIGUES;18
2022;2;1;ESTADUAL;11;7;22222;BRUNO ENGLER;22
2022;2;1;ESTADUAL;3;7;77000;CORONEL CASTRO ALVES;77
2022;2;1;ESTADUAL;18;6;4400;SANTIN ROVEDA;44
2022;2;1;ESTADUAL;26;6;2838;INSTRUTOR DR. MARIO VIGGIANI;28
2022;2;1;ESTADUAL;6;7;36111;AUDREY BARROS;36
2022;2;1;ESTADUAL;20;7;13111;RAYANE ANDRADE;13
2022;2;1;ESTADUAL;5;6;1510;RAIMUNDO OLIVEIRA;15
2022;2;1;ESTADUAL;26;6;1007;DR. LEANDRO;10
2022;2;1;ESTADUAL;12;7;28888;RAQUEL PORTIOLI;28
2022;2;1;ESTADUAL;26;7;77654;ROBINHO OLIVEIRA;77
2022;2;1;ESTADUAL;2;7;55900;COMENDADOR DA CAUSA ANIMAL;55
2022;2;1;ESTADUAL;7;6;7033;GISELLE RHAYLLA ESTRUTURAL;70
2022;2;1;ESTADUAL;8;6;2022;DR LOUZADA;20
2022;2;1;ESTADUAL;26;7;23001;LU DO ROSANA;23
2022;2;1;ESTADUAL;23;6;1399;CLAUDIA SCHIEDECK;13
2022;2;1;ESTADUAL;24;6;1055;RUTI QUINZEN;10
2022;2;1;ESTADUAL;22;7;77121;TINA BARNABÉ;77
2022;2;1;ESTADUAL;11;7;11900;FABIO CABALLERO;11
2022;2;1;ESTADUAL;26;7;70270;DAVID AVANTE;70
2022;2;1;ESTADUAL;23;6;1490;PROFESSORA NADIR;14
2022;2;1;ESTADUAL;5;7;51999;NADJA FRAGA;51
2022;2;1;ESTADUAL;23;7;50069;PAULO SÉRGIO;50
2022;2;1;ESTADUAL;23;7;77111;PAULÃO BARBOSA;77
2022;2;1;ESTADUAL;26;6;1391;LUCIENE DIRETORA;13
2022;2;1;ESTADUAL;27;6;4080;THAMIRES DO COLETIVO SOMOS;40
2022;2;1;ESTADUAL;7;8;90762;CLARA DE ÁGUAS CLARAS;90
2022;2;1;ESTADUAL;26;7;33422;RAQUEL TOIAN ADVOGADA;33
2022;2;1;ESTADUAL;26;7;36960;DR. SALVADOR;36
2022;2;1;ESTADUAL;19;6;4499;CLÉBIO LOPES JACARÉ;44
2022;2;1;ESTADUAL;5;6;4008;EDINALDO REZENDE;40
2022;2;1;ESTADUAL;18;7;18155;ELAINE DIAS;18
2022;2;1;ESTADUAL;4;7;11001;ANNE LIMA;11
2022;2;1;ESTADUAL;18;7;11191;POLICIAL FONTANA ROMAR;11
2022;2;1;ESTADUAL;26;7;15133;LÍLIAN DE PAULA;15
2022;2;1;ESTADUAL;26;7;70001;JEAN BRITO;70
2022;2;1;ESTADUAL;23;7;19000;FAISAL KARAM;19
2022;2;1;ESTADUAL;26;7;51200;ALAINE;51
2022;2;1;ESTADUAL;11;7;44999;NEGUINHO;44
2022;2;1;ESTADUAL;12;6;1120;DR. EUDÉLIO;11
2022;2;1;ESTADUAL;18;6;2311;LETÍCIA FABIANA;23
2022;2;1;ESTADUAL;24;7;30003;DÉBORA PIERINI;30
2022;2;1;ESTADUAL;9;7;70800;KATHREIN MOURA COM OS PÉS;70
2022;2;1;ESTADUAL;27;7;77000;MILENA AIRES;77
2022;2;1;ESTADUAL;4;6;1000;ALINE GURGEL;10
2022;2;1;ESTADUAL;3;7;33022;MAJOR ARAÚJO;33
2022;2;1;ESTADUAL;6;6;4040;DR CARLOS MACEDO;40
2022;2;1;ESTADUAL;6;6;4001;ISLANDIA ROCHA;40
2022;2;1;ESTADUAL;11;6;5020;SERGINHO DE JESUS;50
2022;2;1;ESTADUAL;21;7;70192;ENFERMEIRA RAQUEL GIL;70
2022;2;1;ESTADUAL;5;7;50130;LILIANE DOS SEM TETO;50
2022;2;1;ESTADUAL;5;7;65000;HELIO FERREIRA;65
2022;2;1;ESTADUAL;18;7;12000;HANDREY PETERS;12
2022;2;1;ESTADUAL;4;7;40040;ROZANGELA DO SOCORRO DE LIMA;40
2022;2;1;ESTADUAL;5;7;20012;BISPA MIRIAN LUCIA;20
2022;2;1;ESTADUAL;26;7;55044;CARLINHOS DA TRILHA;55
2022;2;1;ESTADUAL;12;7;43123;PROFESSORA ÉBNER;43
2022;2;1;ESTADUAL;18;7;19191;REJANE BARRAGAN;19
2022;2;1;ESTADUAL;5;7;28128;ROQUE BOCÃO;28
2022;2;1;ESTADUAL;22;7;22888;DR WASHINGTON;22
2022;2;1;ESTADUAL;15;7;22422;DR RICARDO GOMES;22
2022;2;1;ESTADUAL;15;6;2210;CABO GILBERTO SILVA;22
2022;2;1;ESTADUAL;11;7;30303;MAURO GUIMARÃES;30
2022;2;1;ESTADUAL;26;7;15256;MARCOS LAMA;15
2022;2;1;ESTADUAL;19;7;14277;GORETTE;14
2022;2;1;ESTADUAL;25;6;3350;SANDRA ROSA;33
2022;2;1;ESTADUAL;26;7;77555;PROFESSOR MARCELO NASCIMENTO;77
2022;2;1;ESTADUAL;18;7;30013;DANNENHAUER;30
2022;2;1;ESTADUAL;5;7;77170;IRMÃO NIEL;77
2022;2;1;ESTADUAL;16;7;22333;NELSON MONTEIRO;22
2022;2;1;ESTADUAL;8;6;5123;DRA SÔNIA COUTINHO;51
2022;2;1;ESTADUAL;8;7;13120;JB FORROZÃO;13
2022;2;1;ESTADUAL;9;7;40044;MAJOR PERNAMBUCANO;40
2022;2;1;ESTADUAL;9;7;35045;ILAI PERILLO;35
2022;2;1;ESTADUAL;17;7;36007;JOSÉ FRANCISCO PORTELA;36
2022;2;1;ESTADUAL;5;6;1110;ANA BARCELOS;11
2022;2;1;ESTADUAL;16;6;1515;RAUL HENRY;15
2022;2;1;ESTADUAL;12;7;22233;IRENE TOZZI;22
2022;2;1;ESTADUAL;18;6;7700;LUCIANO ARAUJO;77
2022;2;1;ESTADUAL;25;7;90333;RICARDINHO LABAFERO;90
2022;2;1;ESTADUAL;16;7;10021;DR ANSELMO;10
2022;2;1;ESTADUAL;1;7;12612;FÁBIO ARAÚJO;12
2022;2;1;ESTADUAL;3;7;12123;JÓIA BRAGA;12
2022;2;1;ESTADUAL;13;6;1901;CELIA ARRUDA;19
2022;2;1;ESTADUAL;8;7;35474;PENHA CARDOSO;35
2022;2;1;ESTADUAL;19;7;19789;EDMUNDO COELHO;19
2022;2;1;ESTADUAL;19;7;19500;DR JOAO BAPTISTA;19
2022;2;1;ESTADUAL;7;8;15001;GEORGE SOUZA;15
2022;2;1;ESTADUAL;19;6;3576;PROFESSOR NUNES;35
2022;2;1;ESTADUAL;19;6;4008;LEVI;40
2022;2;1;ESTADUAL;6;6;3660;OZYLENE;36
2022;2;1;ESTADUAL;9;7;40234;JUCENE ESTEVÃO;40
2022;2;1;ESTADUAL;19;6;2797;PASTOR MARCELO PURI;27
2022;2;1;ESTADUAL;26;6;5067;FLÁVIO SILVA;50
2022;2;1;ESTADUAL;26;6;5570;WALTER IHOSHI;55
2022;2;1;ESTADUAL;19;7;90909;ALINE FERNANDES;90
2022;2;1;ESTADUAL;5;6;1546;RIVELINO DA FACILITES;15
2022;2;1;ESTADUAL;5;7;22122;REBECA MARTINS;22
2022;2;1;ESTADUAL;9;7;10456;PROFESSOR ERLY KIEL;10
2022;2;1;ESTADUAL;16;6;7033;CANTOR ABEL PORTO;70
2022;2;1;ESTADUAL;14;6;4015;EDINHO DO TRANSPORTE;40
2022;2;1;ESTADUAL;7;8;55283;JUSSARA FAVIERO;55
2022;2;1;ESTADUAL;11;6;7789;FABIANO FERREIRA;77
2022;2;1;ESTADUAL;11;7;18004;BEL LIMA;18
2022;2;1;ESTADUAL;12;7;70038;SUB EDMAR;70
2022;2;1;ESTADUAL;22;7;55888;CLAUDOMIRO REGO;55
2022;2;1;ESTADUAL;20;6;4400;SANDRA ROSADO;44
2022;2;1;ESTADUAL;26;6;3376;RODRIGUES;33
2022;2;1;ESTADUAL;14;7;44444;VICTOR DIAS;44
2022;2;1;ESTADUAL;14;6;1212;GIOVANNI QUEIROZ;12
2022;2;1;ESTADUAL;11;6;3355;PROFESSOR HENRIQUE JOSE;33
2022;2;1;ESTADUAL;19;6;3301;LEONARDO ANDRADE;33
2022;2;1;ESTADUAL;16;6;1007;ELIAS FRANCISCO;10
2022;2;1;ESTADUAL;10;6;3623;ANGELA MELO;36
2022;2;1;ESTADUAL;26;7;22556;EDUARDO THOMAZ;22
2022;2;1;ESTADUAL;11;6;2066;KAKO FERNANDES;20
2022;2;1;ESTADUAL;26;6;1084;RENATA BANHARA;10
2022;2;1;ESTADUAL;4;7;28789;ELI SARMENTO;28
2022;2;1;ESTADUAL;23;6;7088;PAULA ALMEIDA;70
2022;2;1;ESTADUAL;14;7;20624;DEBORA ABELHA;20
2022;2;1;ESTADUAL;26;7;19033;SABRINA PRADO;19
2022;2;1;ESTADUAL;10;7;90444;DR JOÃO PAVÃO JUNIOR;90
2022;2;1;ESTADUAL;3;7;27027;RAIFF MATOS;27
2022;2;1;ESTADUAL;19;7;22442;MARCELO BEZERRA;22
2022;2;1;ESTADUAL;11;5;280;IRANI GOMES;28
2022;2;1;ESTADUAL;22;6;4343;MARCOS ALMEIDA;43
2022;2;1;ESTADUAL;11;7;44190;DELEGADO HELI GRILO;44
2022;2;1;ESTADUAL;11;7;77422;FRANCELLE COUTO;77
2022;2;1;ESTADUAL;27;7;14778;LIDIA ARRAIS;14
2022;2;1;ESTADUAL;14;6;1500;OLIVAL MARQUES;15
2022;2;1;ESTADUAL;14;6;3607;ALVARO AMARAL;36
2022;2;1;ESTADUAL;11;7;30600;DANILO ROCHA;30
2022;2;1;ESTADUAL;18;7;11333;VANDERLEI CORDEIRO;11
2022;2;1;ESTADUAL;23;6;7712;DR ALAN MELLO;77
2022;2;1;ESTADUAL;18;7;50789;ANA MARIA DE CARVALHO;50
2022;2;1;ESTADUAL;9;7;27022;JENIFFER CRECCI;27
2022;2;1;ESTADUAL;7;6;2322;HOSANA DA HORTA GIRASSOL;23
2022;2;1;ESTADUAL;14;7;10147;ROSIVALDO BARBOSA;10
2022;2;1;ESTADUAL;14;7;90321;EDSON MATOSO;90
2022;2;1;ESTADUAL;22;7;11233;GAÚCHO NA FROTEIRA;11
2022;2;1;ESTADUAL;26;7;51023;FABIANA BRITO;51
2022;2;1;ESTADUAL;21;7;33111;LUZIA ARAUJO;33
2022;2;1;ESTADUAL;19;7;19111;ALAN JOSE;19
2022;2;1;ESTADUAL;23;7;12650;REGIS MARQUES;12
2022;2;1;ESTADUAL;21;7;10333;VALTEIR CRUZ;10
2022;2;1;ESTADUAL;26;6;2084;ELISABETE TAHAN;20
2022;2;1;ESTADUAL;9;7;10789;MAURICIO COMUNICATIVO LESTE;10
2022;2;1;ESTADUAL;7;6;1590;CORONEL VASCONCELOS;15
2022;2;1;ESTADUAL;26;7;10022;EDSON PERU;10
2022;2;1;ESTADUAL;7;3;29;RENAN ARRUDA;29
2022;2;1;ESTADUAL;13;7;14321;MARLI MARTINS;14
2022;2;1;ESTADUAL;9;7;19555;DRA GISELE LISBOA;19
2022;2;1;ESTADUAL;14;6;2202;EGLEA GONÇALVES;22
2022;2;1;ESTADUAL;19;7;40477;DEISE FRANKLIN;40
2022;2;1;ESTADUAL;26;6;3310;JORGE MATOS;33
2022;2;1;ESTADUAL;11;6;2001;FABINHO MARRENTO;20
2022;2;1;ESTADUAL;11;6;2323;RAPHAEL RIOS;23
2022;2;1;ESTADUAL;19;7;15698;CARLOS A S LOPES;15
2022;2;1;ESTADUAL;1;7;40700;LÉIA;40
2022;2;1;ESTADUAL;16;7;33555;JOSAFÁ ALABASTRO;33
2022;2;1;ESTADUAL;2;7;15555;FLÁVIA CAVALCANTE;15
2022;2;1;ESTADUAL;26;6;1128;PAI AIRTON;11
2022;2;1;ESTADUAL;19;7;12529;CRIS ALVES RAINHA;12
2022;2;1;ESTADUAL;14;7;45145;ELIAS SANTOS;45
2022;2;1;ESTADUAL;11;7;11914;ANDREA RODRIGUES;11
2022;2;1;ESTADUAL;2;7;13111;MICHELLE DA BANCADA DO BATOM;13
2022;2;1;ESTADUAL;2;7;44044;SERGIO ANDRADE;44
2022;2;1;ESTADUAL;18;7;12789;ANTONIO RICARDO DA SILVA;12
2022;2;1;ESTADUAL;23;7;10001;PASTORA MELISSA GALERY;10
2022;2;1;ESTADUAL;26;7;19666;RUBINHO CESTARI DA PRAINHA;19
2022;2;1;ESTADUAL;9;7;12223;THARIK UCHOA;12
2022;2;1;ESTADUAL;8;7;14190;CORONEL WELITON;14
2022;2;1;ESTADUAL;26;7;70033;ROSANA MONTANHER;70
2022;2;1;ESTADUAL;26;6;9011;TONINHO DA MARIFLEX;90
2022;2;1;ESTADUAL;17;6;1311;REJANE DIAS;13
2022;2;1;ESTADUAL;26;6;4071;FLORIANO JUNIOR;40
2022;2;1;ESTADUAL;18;7;55015;ARTAGÃO JÚNIOR;55
2022;2;1;ESTADUAL;19;6;7772;ANATIELY BARBOSA;77
2022;2;1;ESTADUAL;15;7;45455;BEKA MORAIS;45
2022;2;1;ESTADUAL;13;7;43300;ODILZA PRETA;43
2022;2;1;ESTADUAL;5;7;50420;VIRGINIA JUNTAS EM MOVIMENTO;50
2022;2;1;ESTADUAL;17;6;1900;CARLA CLÉIA;19
2022;2;1;ESTADUAL;23;7;10193;JAIR MENDES;10
2022;2;1;ESTADUAL;26;7;22138;CAPITÃO CONTE LOPES;22
2022;2;1;ESTADUAL;11;7;12400;DAIANA LEILA;12
2022;2;1;ESTADUAL;19;7;18000;ROBINHO LIBERDADE;18
2022;2;1;ESTADUAL;3;7;22567;HELDA A MESTIÇA;22
2022;2;1;ESTADUAL;24;7;19020;FRANCISCO NUNES;19
2022;2;1;ESTADUAL;14;6;7007;NIUZA SALES;70
2022;2;1;ESTADUAL;7;8;14123;PAULO RORIZ;14
2022;2;1;ESTADUAL;9;7;51222;WELMA LIRA;51
2022;2;1;ESTADUAL;18;7;12003;SOL MENEZES;12
2022;2;1;ESTADUAL;24;6;1545;SIMONI NONES;15
2022;2;1;ESTADUAL;11;6;2881;PAULO HENRIQUE;28
2022;2;1;ESTADUAL;27;6;7077;JORDYANY DA SAÚDE;70
2022;2;1;ESTADUAL;23;7;22448;CARLOS PELÉ;22
2022;2;1;ESTADUAL;4;7;40113;PABLO SENA;40
2022;2;1;ESTADUAL;7;6;1600;EVERTON;16
2022;2;1;ESTADUAL;26;7;22711;MISSIONÁRIA IRMÃ ANITA;22
2022;2;1;ESTADUAL;2;6;5000;PROFESSOR WELLISON LIMA;50
2022;2;1;ESTADUAL;26;7;40192;DR LEANDRO ALTRÃO;40
2022;2;1;ESTADUAL;14;7;11014;AMÉLIA SIDRIN;11
2022;2;1;ESTADUAL;19;6;1145;JANIO COSENDEY;11
2022;2;1;ESTADUAL;11;7;20568;MERCEDES GUERREIRA;20
2022;2;1;ESTADUAL;26;6;7772;REGINALDO SENA;77
2022;2;1;ESTADUAL;19;6;5541;DEDINHO;55
2022;2;1;ESTADUAL;4;6;1099;LIMA JUNIOR;10
2022;2;1;ESTADUAL;3;7;70500;DRA. JANETH LAMONGI;70
2022;2;1;ESTADUAL;23;6;1333;DENISE PESSÔA;13
2022;2;1;ESTADUAL;3;6;2210;CAPITÃO ALBERTO NETO;22
2022;2;1;ESTADUAL;2;7;40100;PROFESSOR BETO BRITO;40
2022;2;1;ESTADUAL;23;6;1011;JOVANI ROMARINHO;10
2022;2;1;ESTADUAL;26;6;2969;PAULO BEZERRA;29
2022;2;1;ESTADUAL;22;5;123;MARANHÃO DO POVÃO;12
2022;2;1;ESTADUAL;21;7;11100;CRIS FARIAS;11
2022;2;1;ESTADUAL;19;7;90456;DR. PEDRO RICARDO;90
2022;2;1;ESTADUAL;21;7;15555;NEGÃO FILHO DO ISAÚ;15
2022;2;1;ESTADUAL;6;6;4033;WASHINGTON SABOIA;40
2022;2;1;ESTADUAL;5;6;1538;SOLDADO RONALDO;15
2022;2;1;ESTADUAL;11;6;1112;ZÉ DO RÁDIO;11
2022;2;1;ESTADUAL;3;6;3600;EDINHO;36
2022;2;1;ESTADUAL;11;6;5590;DJALMA BASTOS;55
2022;2;1;ESTADUAL;19;6;3377;MARCOS DIAS;33
2022;2;1;ESTADUAL;9;7;27357;SAMUEL COUT;27
2022;2;1;ESTADUAL;6;7;12789;ALESSANDRA SABINO;12
2022;2;1;ESTADUAL;19;6;4553;ELYANE SOUZA;45
2022;2;1;ESTADUAL;20;7;43777;GISLAINE CAVALCANTE;43
2022;2;1;ESTADUAL;2;7;12021;DENISIA RIBEIRO;12
2022;2;1;ESTADUAL;19;6;1072;LU SANTOS;10
2022;2;1;ESTADUAL;23;7;14111;PROFESSOR MARCELO DENTINHO;14
2022;2;1;ESTADUAL;4;6;5112;VANUZA MUNIZ;51
2022;2;1;ESTADUAL;23;7;10200;PAULO FIGUEIRÓ SOBRINHO;10
2022;2;1;ESTADUAL;26;6;5068;SIMONY DOS ANJOS;50
2022;2;1;ESTADUAL;14;7;23000;TIO PAULO;23
2022;2;1;ESTADUAL;15;7;15555;DR ROMUALDO;15
2022;2;1;ESTADUAL;18;7;11077;PAULO CESAR HUSALUK;11
2022;2;1;ESTADUAL;11;6;1117;ALINE BRITO;11
2022;2;1;ESTADUAL;12;6;1900;VINICIUS SIQUEIRA;19
2022;2;1;ESTADUAL;10;7;10010;MARISA ROSAS;10
2022;2;1;ESTADUAL;19;7;14254;TONHÃO DE SANTA CRUZ;14
2022;2;1;ESTADUAL;2;6;1313;PAULÃO;13
2022;2;1;ESTADUAL;11;6;3301;WAGNER TEIXEIRA;33
2022;2;1;ESTADUAL;11;6;1038;RENATO ANTUNES;10
2022;2;1;ESTADUAL;5;6;2332;CABO EDENIR;23
2022;2;1;ESTADUAL;9;6;1331;DELEGADA ADRIANA ACCORSI;13
2022;2;1;ESTADUAL;5;7;20244;MARCOLA DO GRAU;20
2022;2;1;ESTADUAL;26;7;20520;FERNANDO GARCIA;20
2022;2;1;ESTADUAL;3;7;77777;BOSCO SARAIVA;77
2022;2;1;ESTADUAL;16;7;22777;CARLOS ANDREY DE SOUZA FERREIR;22
2022;2;1;ESTADUAL;26;7;70088;KELLY VESCO;70
2022;2;1;ESTADUAL;14;7;27027;VENER;27
2022;2;1;ESTADUAL;10;7;12037;MAH ARAUJO;12
2022;2;1;ESTADUAL;19;7;44777;RENAN LOPES;44
2022;2;1;ESTADUAL;19;7;70810;MÁRCIO SORRISO;70
2022;2;1;ESTADUAL;15;7;44789;FLÁVIO OLIVEIRA;44
2022;2;1;ESTADUAL;18;7;77123;LAIRSON SENA;77
2022;2;1;ESTADUAL;26;7;19600;ANDERSON MARTINS;19
2022;2;1;ESTADUAL;3;7;77640;HERMANO JUNIOR;77
2022;2;1;ESTADUAL;8;6;3505;ELIZÂNGELA BERTOLE;35
2022;2;1;ESTADUAL;8;6;3500;PARANÁ CEGONHEIRO;35
2022;2;1;ESTADUAL;9;7;51511;FABIANE DA FRIGONORTE;51
2022;2;1;ESTADUAL;9;7;44122;ÁLVARO GUIMARÃES;44
2022;2;1;ESTADUAL;27;7;51555;WHESLLEY MOREIRA;51
2022;2;1;ESTADUAL;14;7;19274;SUZE ROCHA;19
